record_id,record_type,canonical_name,whisky_name,distillery,brand_or_company,country,region,origin_raw,type,class,age_years,age_raw,abv_percent,bottle_size,cask_type,finish_type,smoke_level,peat_level,sweetness,spiciness,body,aroma_tags,nose_notes,palate_notes,finish_notes,pairing_notes,general_notes,user_score_100,meta_critic,score_stdev,review_count,value_score_10,beginner_score_10,cost_tier,super_cluster,cluster,current_price,price_currency,price_date,availability,repeat_buy,overrated,underrated,alternative_suggestions,distillery_status,founded,closed,capacity,spirit_still,wash_still,owner,views,ranking,votes,wishlist,distillery_rating,distillery_whisky_count,collection_count,specialist_count,address,longitude,latitude,source_files,source_match_notes,source_distillery_index,source_tr_tasting_index,source_meta_index,norm_canonical,norm_whisky_name,norm_name
WDB-00883,whisky_product,Bladnoch 16yo (Signatory),Bladnoch 16yo (Signatory),,,Scotland,,,Malt,SingleMalt-like,16,16yo,,,,,,,,,,,,,,,,,7.98,0.44,4,,,$$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,865,bladnoch 16yo signatory,bladnoch 16yo signatory,
WDB-00884,whisky_product,Glen Breton 10yo Rare,Glen Breton 10yo Rare,,,Canada,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,7.98,0.55,17,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,866,glen breton 10yo rare,glen breton 10yo rare,
WDB-00885,whisky_product,Lohin McKinnon Single Malt,Lohin McKinnon Single Malt,,,Canada,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.97,0.37,9,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,867,lohin mckinnon single malt,lohin mckinnon single malt,
WDB-00886,whisky_product,Auchentoshan Classic,Auchentoshan Classic,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.93,0.47,9,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,868,auchentoshan classic,auchentoshan classic,
WDB-00887,whisky_product,Tormore 12yo,Tormore 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,7.93,0.42,10,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,869,tormore 12yo,tormore 12yo,
WDB-00888,whisky_product,White Oak Akashi Single Malt (NAS),White Oak Akashi Single Malt (NAS),,,Japan,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.93,0.46,7,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,870,white oak akashi single malt nas,white oak akashi single malt nas,
WDB-00889,whisky_product,Nantou (Omar) Yushan Blended Malt,Nantou (Omar) Yushan Blended Malt,Nantou Distillery,Nantou Distillery,Taiwan,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.9,0.39,5,,,$$$,GH,G,,,,,,,,,Active,,,NA,2,2,Taiwan Tobacco & Liquor Corporation,4070,D,164,30,84.18,88,183,NA,"No.82, Dongshan RoadNantou CityTaiwan",120.7054532,23.9196738,whisky3.csv;whisky.csv,distillery_prefix_name,696,,871,nantou omar yushan blended malt,nantou omar yushan blended malt,
WDB-00890,whisky_product,Glen Moray Classic,Glen Moray Classic,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.89,0.40,7,,,$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,872,glen moray classic,glen moray classic,
WDB-00891,whisky_product,Knockando 12yo (All Vintages),Knockando 12yo (All Vintages),,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,7.88,0.48,12,,,$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,873,knockando 12yo all vintages,knockando 12yo all vintages,
WDB-00892,whisky_product,Glen Grant The Major's Reserve,Glen Grant The Major's Reserve,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.86,0.59,11,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,874,glen grant the major s reserve,glen grant the major s reserve,
WDB-00893,whisky_product,Tomintoul 10yo,Tomintoul 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,7.86,0.51,17,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,875,tomintoul 10yo,tomintoul 10yo,
WDB-00894,whisky_product,Speyside 12yo,Speyside 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,7.85,0.65,10,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,876,speyside 12yo,speyside 12yo,
WDB-00895,whisky_product,Mackmyra Mack,Mackmyra Mack,Mackmyra,Mackmyra,Sweden,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.83,0.54,3,,,$$$,GH,H,,,,,,,,,Active,18-12-1999,NA,NA,1,1,Mackmyra Svensk Whisky AB,12300,D,2630,797,82.27,241,11297,Gunnar,Kolonnvägen 2802 67 GävleSweden,17.1021146,60.6631083,whisky3.csv;whisky.csv,distillery_prefix_name,639,,877,mackmyra mack,mackmyra mack,
WDB-00896,whisky_product,BenRiach Heart of Speyside,BenRiach Heart of Speyside,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.81,0.69,8,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,878,benriach heart of speyside,benriach heart of speyside,
WDB-00897,whisky_product,Kirin 18yo (Fuji Sanroku),Kirin 18yo (Fuji Sanroku),,,Japan,,,Malt,SingleMalt-like,18,18yo,,,,,,,,,,,,,,,,,7.81,2.64,5,,,$$$$$+,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,879,kirin 18yo fuji sanroku,kirin 18yo fuji sanroku,
WDB-00898,whisky_product,Macallan Gold Double Cask,Macallan Gold Double Cask,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.81,0.51,3,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,880,macallan gold double cask,macallan gold double cask,
WDB-00899,whisky_product,Auchentoshan 10yo,Auchentoshan 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,7.74,0.37,10,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,882,auchentoshan 10yo,auchentoshan 10yo,
WDB-00900,whisky_product,Loch Lomond NAS,Loch Lomond NAS,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.69,0.43,14,,,$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,883,loch lomond nas,loch lomond nas,
WDB-00901,whisky_product,Tamnavulin 12yo,Tamnavulin 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,7.68,0.79,4,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,884,tamnavulin 12yo,tamnavulin 12yo,
WDB-00902,whisky_product,Glen Breton 14yo,Glen Breton 14yo,,,Canada,,,Malt,SingleMalt-like,14,14yo,,,,,,,,,,,,,,,,,7.66,0.96,8,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,885,glen breton 14yo,glen breton 14yo,
WDB-00903,whisky_product,Tullibardine Sovereign,Tullibardine Sovereign,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.53,2.1,10,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,886,tullibardine sovereign,tullibardine sovereign,
WDB-00904,whisky_product,McClelland's Highland Single Malt,McClelland's Highland Single Malt,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.05,0.65,7,,,$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,887,mcclelland s highland single malt,mcclelland s highland single malt,
WDB-00905,whisky_product,Mackmyra Sweden Rock (2015),Mackmyra Sweden Rock (2015),Mackmyra,Mackmyra,Sweden,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,7.03,1.28,3,,,$$$$$,GH,H,,,,,,,,,Active,18-12-1999,NA,NA,1,1,Mackmyra Svensk Whisky AB,12300,D,2630,797,82.27,241,11297,Gunnar,Kolonnvägen 2802 67 GävleSweden,17.1021146,60.6631083,whisky3.csv;whisky.csv,distillery_prefix_name,639,,888,mackmyra sweden rock 2015,mackmyra sweden rock 2015,
WDB-00906,whisky_product,McClelland's Lowland Single Malt,McClelland's Lowland Single Malt,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,6.89,0.58,4,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,889,mcclelland s lowland single malt,mcclelland s lowland single malt,
WDB-00907,whisky_product,Port Ellen 2nd release 24yo 59.35%,Port Ellen 2nd release 24yo 59.35%,,,Scotland,,,Malt,SingleMalt-like,24,24yo,,,,,,,,,,,,,,,,,9.51,0.23,7,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,890,port ellen 2nd release 24yo 59 35,port ellen 2nd release 24yo 59 35,
WDB-00908,whisky_product,Port Ellen 9th release 30yo,Port Ellen 9th release 30yo,,,Scotland,,,Malt,SingleMalt-like,30,30yo,,,,,,,,,,,,,,,,,9.48,0.12,5,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,891,port ellen 9th release 30yo,port ellen 9th release 30yo,
WDB-00909,whisky_product,Caol Ila 35yo,Caol Ila 35yo,,,Scotland,,,Malt,SingleMalt-like,35,35yo,,,,,,,,,,,,,,,,,9.41,0.22,4,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,892,caol ila 35yo,caol ila 35yo,
WDB-00910,whisky_product,Port Ellen 14th release 35yo,Port Ellen 14th release 35yo,,,Scotland,,,Malt,SingleMalt-like,35,35yo,,,,,,,,,,,,,,,,,9.4,0.12,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,893,port ellen 14th release 35yo,port ellen 14th release 35yo,
WDB-00911,whisky_product,Port Ellen 10th release 31yo,Port Ellen 10th release 31yo,,,Scotland,,,Malt,SingleMalt-like,31,31yo,,,,,,,,,,,,,,,,,9.38,0.54,5,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,894,port ellen 10th release 31yo,port ellen 10th release 31yo,
WDB-00912,whisky_product,Port Ellen 15th release 32yo,Port Ellen 15th release 32yo,,,Scotland,,,Malt,SingleMalt-like,32,32yo,,,,,,,,,,,,,,,,,9.37,0.47,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,895,port ellen 15th release 32yo,port ellen 15th release 32yo,
WDB-00913,whisky_product,Port Ellen 11th release 32yo,Port Ellen 11th release 32yo,,,Scotland,,,Malt,SingleMalt-like,32,32yo,,,,,,,,,,,,,,,,,9.34,0.46,6,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,896,port ellen 11th release 32yo,port ellen 11th release 32yo,
WDB-00914,whisky_product,Port Ellen 7th release 28yo,Port Ellen 7th release 28yo,,,Scotland,,,Malt,SingleMalt-like,28,28yo,,,,,,,,,,,,,,,,,9.33,0.33,4,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,897,port ellen 7th release 28yo,port ellen 7th release 28yo,
WDB-00915,whisky_product,Talisker 35yo,Talisker 35yo,,,Scotland,,,Malt,SingleMalt-like,35,35yo,,,,,,,,,,,,,,,,,9.33,0.33,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,898,talisker 35yo,talisker 35yo,
WDB-00916,whisky_product,Port Ellen (all OB releases),Port Ellen (all OB releases),,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,9.32,0.31,19,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,899,port ellen all ob releases,port ellen all ob releases,
WDB-00917,whisky_product,Caol Ila 30yo,Caol Ila 30yo,,,Scotland,,,Malt,SingleMalt-like,30,30yo,,,,,,,,,,,,,,,,,9.30,0.25,14,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,900,caol ila 30yo,caol ila 30yo,
WDB-00918,whisky_product,Port Ellen 16th release 37yo,Port Ellen 16th release 37yo,,,Scotland,,,Malt,SingleMalt-like,37,37yo,,,,,,,,,,,,,,,,,9.22,0.37,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,901,port ellen 16th release 37yo,port ellen 16th release 37yo,
WDB-00919,whisky_product,Port Ellen 6th release 27yo,Port Ellen 6th release 27yo,,,Scotland,,,Malt,SingleMalt-like,27,27yo,,,,,,,,,,,,,,,,,9.22,0.16,7,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,902,port ellen 6th release 27yo,port ellen 6th release 27yo,
WDB-00920,whisky_product,Talisker 30yo,Talisker 30yo,,,Scotland,,,Malt,SingleMalt-like,30,30yo,,,,,,,,,,,,,,,,,9.22,0.33,14,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,903,talisker 30yo,talisker 30yo,
WDB-00921,whisky_product,Port Ellen 3rd release 24yo,Port Ellen 3rd release 24yo,,,Scotland,,,Malt,SingleMalt-like,24,24yo,,,,,,,,,,,,,,,,,9.21,0.22,9,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,904,port ellen 3rd release 24yo,port ellen 3rd release 24yo,
WDB-00922,whisky_product,Port Ellen 4th release 25yo,Port Ellen 4th release 25yo,,,Scotland,,,Malt,SingleMalt-like,25,25yo,,,,,,,,,,,,,,,,,9.2,0.13,5,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,905,port ellen 4th release 25yo,port ellen 4th release 25yo,
WDB-00923,whisky_product,Port Ellen 17th release 37yo,Port Ellen 17th release 37yo,,,Scotland,,,Malt,SingleMalt-like,37,37yo,,,,,,,,,,,,,,,,,9.18,0.7,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,906,port ellen 17th release 37yo,port ellen 17th release 37yo,
WDB-00924,whisky_product,Ledaig 19yo 1998 Pedro Ximénez Finish,Ledaig 19yo 1998 Pedro Ximénez Finish,,,Scotland,,,Malt,SingleMalt-like,19,19yo,,,,,,,,,,,,,,,,,9.14,0.30,5,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,907,ledaig 19yo 1998 pedro xim nez finish,ledaig 19yo 1998 pedro xim nez finish,
WDB-00925,whisky_product,Springbank 16yo Local Barley,Springbank 16yo Local Barley,,,Scotland,,,Malt,SingleMalt-like,16,16yo,,,,,,,,,,,,,,,,,9.13,0.22,15,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,908,springbank 16yo local barley,springbank 16yo local barley,
WDB-00926,whisky_product,Ledaig 42yo,Ledaig 42yo,,,Scotland,,,Malt,SingleMalt-like,42,42yo,,,,,,,,,,,,,,,,,9.10,0.49,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,909,ledaig 42yo,ledaig 42yo,
WDB-00927,whisky_product,Talisker 18yo,Talisker 18yo,,,Scotland,,,Malt,SingleMalt-like,18,18yo,,,,,,,,,,,,,,,,,9.09,0.22,25,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,910,talisker 18yo,talisker 18yo,
WDB-00928,whisky_product,Port Ellen 12th release 32yo,Port Ellen 12th release 32yo,,,Scotland,,,Malt,SingleMalt-like,32,32yo,,,,,,,,,,,,,,,,,9.06,0.51,10,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,911,port ellen 12th release 32yo,port ellen 12th release 32yo,
WDB-00929,whisky_product,Compass Box Flaming Heart 2008 2nd Edition,Compass Box Flaming Heart 2008 2nd Edition,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,9.05,0.27,4,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,912,compass box flaming heart 2008 2nd edition,compass box flaming heart 2008 2nd edition,
WDB-00930,whisky_product,Compass Box Flaming Heart 2015 5th Edition - 15th Anniversary,Compass Box Flaming Heart 2015 5th Edition - 15th Anniversary,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,9.05,0.32,22,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,913,compass box flaming heart 2015 5th edition 15th anniversary,compass box flaming heart 2015 5th edition 15th anniversary,
WDB-00931,whisky_product,Springbank 11yo Local Barley,Springbank 11yo Local Barley,,,Scotland,,,Malt,SingleMalt-like,11,11yo,,,,,,,,,,,,,,,,,9.05,0.2,12,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,914,springbank 11yo local barley,springbank 11yo local barley,
WDB-00932,whisky_product,Compass Box Flaming Heart 2018 6th Edition,Compass Box Flaming Heart 2018 6th Edition,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,9.03,0.27,8,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,915,compass box flaming heart 2018 6th edition,compass box flaming heart 2018 6th edition,
WDB-00933,whisky_product,Two Brewers Release 30 Peated,Two Brewers Release 30 Peated,,,Canada,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,9,0.11,3,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,916,two brewers release 30 peated,two brewers release 30 peated,
WDB-00934,whisky_product,Highland Park Sigurd,Highland Park Sigurd,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.98,0.35,8,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,917,highland park sigurd,highland park sigurd,
WDB-00935,whisky_product,Ledaig 13yo Amontillado Cask Finish,Ledaig 13yo Amontillado Cask Finish,,,Scotland,,,Malt,SingleMalt-like,13,13yo,,,,,,,,,,,,,,,,,8.98,0.20,12,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,918,ledaig 13yo amontillado cask finish,ledaig 13yo amontillado cask finish,
WDB-00936,whisky_product,Nikka Yoichi 15yo,Nikka Yoichi 15yo,,,Japan,,,Malt,SingleMalt-like,15,15yo,,,,,,,,,,,,,,,,,8.98,0.24,19,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,919,nikka yoichi 15yo,nikka yoichi 15yo,
WDB-00937,whisky_product,Two Brewers Release 07 Peated,Two Brewers Release 07 Peated,,,Canada,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.98,0.28,7,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,920,two brewers release 07 peated,two brewers release 07 peated,
WDB-00938,whisky_product,Bruichladdich Port Charlotte 2010 MRC:01,Bruichladdich Port Charlotte 2010 MRC:01,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.97,0.19,12,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,921,bruichladdich port charlotte 2010 mrc 01,bruichladdich port charlotte 2010 mrc 01,
WDB-00939,whisky_product,Compass Box Flaming Heart (all editions),Compass Box Flaming Heart (all editions),,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.97,0.29,30,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,922,compass box flaming heart all editions,compass box flaming heart all editions,
WDB-00940,whisky_product,Bruichladdich Port Charlotte PC10 Tro Na Linntean,Bruichladdich Port Charlotte PC10 Tro Na Linntean,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.96,0.39,12,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,923,bruichladdich port charlotte pc10 tro na linntean,bruichladdich port charlotte pc10 tro na linntean,
WDB-00941,whisky_product,Tomatin Cu Bocan 1989 Limited Edition,Tomatin Cu Bocan 1989 Limited Edition,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.96,0.34,4,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,924,tomatin cu bocan 1989 limited edition,tomatin cu bocan 1989 limited edition,
WDB-00942,whisky_product,Glen Garioch 1994,Glen Garioch 1994,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.95,0.41,8,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,925,glen garioch 1994,glen garioch 1994,
WDB-00943,whisky_product,Kilchoman Bourbon Single Cask,Kilchoman Bourbon Single Cask,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.95,0.25,15,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,926,kilchoman bourbon single cask,kilchoman bourbon single cask,
WDB-00944,whisky_product,Port Ellen Douglas Laing McGibbon's Provenance John Milroy 23yo 1982-2005,Port Ellen Douglas Laing McGibbon's Provenance John Milroy 23yo 1982-2005,,,Scotland,,,Malt,SingleMalt-like,23,23yo,,,,,,,,,,,,,,,,,8.95,0.13,3,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,927,port ellen douglas laing mcgibbon s provenance john milroy 23yo 1982 2005,port ellen douglas laing mcgibbon s provenance john milroy 23yo 1982 2005,
WDB-00945,whisky_product,Springbank 18yo,Springbank 18yo,,,Scotland,,,Malt,SingleMalt-like,18,18yo,,,,,,,,,,,,,,,,,8.95,0.22,25,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,928,springbank 18yo,springbank 18yo,
WDB-00946,whisky_product,Talisker 25yo,Talisker 25yo,,,Scotland,,,Malt,SingleMalt-like,25,25yo,,,,,,,,,,,,,,,,,8.94,0.29,21,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,929,talisker 25yo,talisker 25yo,
WDB-00947,whisky_product,Bruichladdich Port Charlotte 2007 CC:01,Bruichladdich Port Charlotte 2007 CC:01,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.93,0.28,18,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,930,bruichladdich port charlotte 2007 cc 01,bruichladdich port charlotte 2007 cc 01,
WDB-00948,whisky_product,Compass Box Flaming Heart 2010 3rd Edition - 10th Anniversary,Compass Box Flaming Heart 2010 3rd Edition - 10th Anniversary,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.93,0.30,10,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,931,compass box flaming heart 2010 3rd edition 10th anniversary,compass box flaming heart 2010 3rd edition 10th anniversary,
WDB-00949,whisky_product,Glen Garioch 1991,Glen Garioch 1991,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.93,0.23,3,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,932,glen garioch 1991,glen garioch 1991,
WDB-00950,whisky_product,Bruichladdich Port Charlotte PC11 Eorna Na H-Alba,Bruichladdich Port Charlotte PC11 Eorna Na H-Alba,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.92,0.25,6,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,933,bruichladdich port charlotte pc11 eorna na h alba,bruichladdich port charlotte pc11 eorna na h alba,
WDB-00951,whisky_product,Kilkerran 8yo Cask Strength,Kilkerran 8yo Cask Strength,,,Scotland,,,Malt,SingleMalt-like,8,8yo,,,,,,,,,,,,,,,,,8.92,0.23,14,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,934,kilkerran 8yo cask strength,kilkerran 8yo cask strength,
WDB-00952,whisky_product,Oban 21yo,Oban 21yo,,,Scotland,,,Malt,SingleMalt-like,21,21yo,,,,,,,,,,,,,,,,,8.92,0.18,5,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,935,oban 21yo,oban 21yo,
WDB-00953,whisky_product,Port Ellen 8th release 29yo,Port Ellen 8th release 29yo,,,Scotland,,,Malt,SingleMalt-like,29,29yo,,,,,,,,,,,,,,,,,8.92,0.48,8,,,$$$$$+,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,936,port ellen 8th release 29yo,port ellen 8th release 29yo,
WDB-00954,whisky_product,Talisker 57 North,Talisker 57 North,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.92,0.26,22,,,$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,937,talisker 57 north,talisker 57 north,
WDB-00955,whisky_product,BenRiach 21yo Authenticus Peated,BenRiach 21yo Authenticus Peated,,,Scotland,,,Malt,SingleMalt-like,21,21yo,,,,,,,,,,,,,,,,,8.91,0.35,16,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,938,benriach 21yo authenticus peated,benriach 21yo authenticus peated,
WDB-00956,whisky_product,Caol Ila 25yo,Caol Ila 25yo,,,Scotland,,,Malt,SingleMalt-like,25,25yo,,,,,,,,,,,,,,,,,8.91,0.18,13,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,939,caol ila 25yo,caol ila 25yo,
WDB-00957,whisky_product,Compass Box Flaming Heart 2012 4th Edition,Compass Box Flaming Heart 2012 4th Edition,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.91,0.31,18,,,$$$$$,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,940,compass box flaming heart 2012 4th edition,compass box flaming heart 2012 4th edition,
